"url"	"source"	"date"	"text"
"http://www.nytimes.com/1981/03/15/world/cash-poor-kenya-may-return-to-big-game-hunting.html"	"The New York Times"	"1981-03-15T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/15/weekinreview/ideas-trends-in-summary-ecology-dollars-get-conserved.html"	"The New York Times"	"1981-03-15T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/15/nyregion/great-swamp-refuge-or-sewer-basin.html"	"The New York Times"	"1981-03-15T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/13/us/watt-says-he-ll-expedite-alaskan-oil-gas-search-the-washington-star.html"	"The New York Times"	"1981-03-13T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/12/us/deep-cuts-expected-in-ecology-agencies.html"	"The New York Times"	"1981-03-12T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/09/us/rural-growth-issue-of-1980-s-news-analysis.html"	"The New York Times"	"1981-03-09T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/08/weekinreview/preserving-rare-species-is-an-ironic-success.html"	"The New York Times"	"1981-03-08T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/08/weekinreview/yemeni-wealth-decimates-rhinos.html"	"The New York Times"	"1981-03-08T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/08/travel/conservation-vacations.html"	"The New York Times"	"1981-03-08T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/08/sports/outdoors-friends-of-animals-a-view-of-hunting.html"	"The New York Times"	"1981-03-08T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/03/science/coyotes-arrive-in-the-northeast-after-an-evolutionary-trek-across-the.html"	"The New York Times"	"1981-03-03T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/01/nyregion/what-price-development.html"	"The New York Times"	"1981-03-01T00:00:00Z"	NA
"http://www.nytimes.com/1981/03/01/sports/outdoors-some-help-for-striped-bass.html"	"The New York Times"	"1981-03-01T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/26/us/environmental-council-called-a-target-of-budget-cuts.html"	"The New York Times"	"1981-02-26T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/24/opinion/judge-mr-watt-fairly.html"	"The New York Times"	"1981-02-24T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/22/travel/notes-working-in-the-wilderness.html"	"The New York Times"	"1981-02-22T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/22/nyregion/outlook-for-bald-eagles-in-state-improving.html"	"The New York Times"	"1981-02-22T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/16/business/quality-of-life-said-to-decline.html"	"The New York Times"	"1981-02-16T00:00:00Z"	NA
"http://www.nytimes.com/1981/02/10/us/issue-and-debate-easing-federal-control-of-public-land.html"	"The New York Times"	"1981-02-10T00:00:00Z"	NA
